,Target,Weight
1898,GM12875_B_Lymphocyte_Blood | CTCF | ID:45604,0.05219002
9175,IMR90 | Rad21 | ENCODE,0.05217724
5703,HEK293_Epithelium_Embryonic_Kidney | SP1 | ID:65151,0.052173823
1288,Edom-iPS-2_iPSC | JARID2 | ID:41807,0.052089818
795,MCF-7_Epithelium_Breast | NR2F2 | ID:36804,0.05205936
9209,K562 (IFNa6h) | c-Myc | ENCODE,0.052041046
7906,K562_Erythroblast_Bone_Marrow | GATA1 | ID:84534,0.05201548
8004,A673_Patient | EWSR1 | ID:85160,0.051963266
388,Hematopoietic_Stem_Cell_Blood | EP300 | ID:33429,0.051948253
1556,Proerythroblast_Bone_Marrow | TAL1 | ID:43447,0.051947426
2642,SK-N-SH_Neuroblastoma_cell_Brain | RXRA | ID:46356,0.051931202
2687,T47D_Epithelium_Mammary_Gland | KDM5B | ID:47273,0.05192599
941,MCF-7_Epithelium_Breast | POLR2A | ID:38201,0.051804505
3755,T_Lymphocyte_Blood | STAT5B | ID:53633,0.051803514
1916,GM12878_B_Lymphocyte_Blood | NRF1 | ID:45624,0.051802926
2037,HeLa-S3_Epithelium_Cervix | MAX | ID:45749,0.05180116
5840,CFPAC-1_original_PDAC_cell_line_Pancreatic_ductal | KLF4 | ID:67601,0.051790282
8395,K562_Erythroblast_Bone_Marrow | KAT2B | ID:8788,0.051755786
7295,293T | ZNF565 | ID:77087,0.051616885
3167,SK-N-MC_Brain | EP300 | ID:49862,0.051594123
1420,MDA-MB-134_Epithelium_Mammary_Gland | ESR1 | ID:42615,0.051550742
1713,VCaP_Epithelium_Prostate | AR | ID:44577,0.051534243
203,MCF-7_Epithelium_Breast | RAD21 | ID:2390,0.051526908
5114,K562_Erythroblast_Bone_Marrow | ADNP | ID:63581,0.051512588
628,CCRF-CEM_T_Lymphocyte_Blood | GATA3 | ID:35477,0.051499896
2328,WI-38_Fibroblast_Lung | CTCF | ID:46049,0.05144904
7833,Haematopoietic_Progenitor_Cell_Blood | SMAD1 | ID:8416,0.051442243
9122,HepG2 | SP2 | ENCODE,0.051405784
5728,HEK293_Epithelium_Embryonic_Kidney | ZNF528 | ID:65191,0.051403884
421,MCF-7_Epithelium_Breast | FOXA1 | ID:33518,0.05135277
6994,K562_Erythroblast_Bone_Marrow | NRF1 | ID:74666,0.05133051
8751,Fetal_Thymus | DNase.fdr0.01.hot | Roadmap,0.05121192
4966,Breast | POLR2A | ID:63227,0.051191937
4683,HEK293_Epithelium_Embryonic_Kidney | ZNF600 | ID:62555,0.05116848
1815,K562_Erythroblast_Bone_Marrow | KDM1A | ID:45400,0.0511504
933,H54_Glial_Cell_Brain | CTCF | ID:38192,0.051144715
4396,HeLa_Epithelium_Cervix | POLR2A | ID:56980,0.051096655
232,RWPE1_Epithelium_Prostate | ERG | ID:2660,0.05109468
2985,HeLa_Epithelium_Cervix | ELL2 | ID:49006,0.051093005
8843,GM12878 | STAT1 | ENCODE,0.051071864
2106,HepG2_Epithelium_Liver | EP300 | ID:45822,0.05105603
7088,Retina | CTCF | ID:75554,0.051041607
8646,A549 (DEX_100nM) | Pol2 | ENCODE,0.050987553
143,K562_Erythroblast_Bone_Marrow | RUNX1 | ID:2122,0.05094143
6959,Prostate | CHD1 | ID:74565,0.050940834
4155,K562_Erythroblast_Bone_Marrow | SPI1 | ID:55738,0.050913524
5349,A549_Epithelium_Lung | HES2 | ID:64218,0.05090045
8418,MCF-7_Epithelium_Breast | ESR1 | ID:87947,0.050821964
7344,293T | ZNF124 | ID:77177,0.050812453
144,K562_Erythroblast_Bone_Marrow | SETDB1 | ID:2123,0.050777424
7914,K562_Erythroblast_Bone_Marrow | GATA1 | ID:8458,0.05074628
213,MCF-7_Epithelium_Breast | TFAP2A | ID:2401,0.050744936
4982,K562_Erythroblast_Bone_Marrow | ZEB2 | ID:63282,0.050742786
9127,HepG2 | TCF12 | ENCODE,0.050707374
7528,H9_Embryonic_Stem_Cell_Embryo | GATA3 | ID:82055,0.050703693
5514,HEK293_Epithelium_Embryonic_Kidney | KLF1 | ID:64685,0.050578546
7178,LCL_Lymphoblastoid_Blood | YY1 | ID:76305,0.050577123
8315,Breast | ESR1 | ID:87466,0.05052111
6141,VCaP_Epithelium_Prostate | AR | ID:69279,0.050518267
9306,K562 (IFNg6h) | STAT1 | ENCODE,0.05048312
7480,HEK293_Epithelium_Embryonic_Kidney | NCAPH2 | ID:81619,0.05047363
821,LNCaP_Epithelium_Prostate | POLR2A | ID:37090,0.050449
41,HeLa_Epithelium_Cervix | C17orf49 | ID:1223,0.05042068
2633,SK-N-SH_Neuroblastoma_cell_Brain | USF1 | ID:46347,0.050392263
1195,Epithelium_Mammary_Gland | ESR1 | ID:41141,0.05031762
535,HeLa_Epithelium_Cervix | SUMO1 | ID:34370,0.050295733
3570,U-2932_B_Lymphocyte | POLR2A | ID:52172,0.05020864
4329,HuCCT1 | POLR2A | ID:56564,0.050207105
2602,MCF-7_Epithelium_Breast | FOSL2 | ID:46317,0.050076302
5374,HEK293_Epithelium_Embryonic_Kidney | ZSCAN23 | ID:64289,0.050064415
7148,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:76220,0.050055433
1582,HEK293T_Epithelium_Embryonic_Kidney | TET3 | ID:43669,0.05005007
1217,Monocyte_Blood | STAT1 | ID:41288,0.05004801
5024,HEK293_Epithelium_Embryonic_Kidney | ZSCAN5A | ID:63376,0.050045274
3793,HEK293A | MEF2B | ID:53878,0.04997391
2603,MCF-7_Epithelium_Breast | CTCF | ID:46318,0.049938396
771,IMR90_Fibroblast_Lung | GTF2B | ID:36362,0.049887065
9080,HepG2 | FOSL2 | ENCODE,0.049865745
6189,T47D_Breast | KDM5A | ID:69732,0.04985979
4383,HeLa_Epithelium_Cervix | GTF2B | ID:56962,0.049767055
1139,GM12867_B_Lymphocyte_Blood | CTCF | ID:39971,0.049709987
7361,GM12878_B_Lymphocyte_Blood | HMG20A | ID:77262,0.049707312
621,K562_Erythroblast_Bone_Marrow | CTCF | ID:35416,0.049648523
3846,MCF-7_Epithelium_Breast | PR | ID:54020,0.049643144
4884,HEK293_Epithelium_Embryonic_Kidney | TSHZ1 | ID:63014,0.04960737
8195,Fibroblast_Embryo | STAG1 | ID:8673,0.04960426
4690,Spleen | CTCF | ID:62569,0.049602896
1112,Kasumi-1_Myeloblast_Blood | REPIN1 | ID:39779,0.049600933
6504,HepG2_hepatocellular_carcinoma | NIPBL | ID:71875,0.049592745
6877,MCF-7_Breast | ESR1 | ID:74160,0.049591977
7631,HepG2_Epithelium_Liver | SATB1 | ID:82642,0.049571447
7723,Breast | ESR1 | ID:83326,0.049518943
6946,BeWo | ZSCAN5A | ID:74427,0.049503963
5543,K562_Erythroblast_Bone_Marrow | SUPT5H | ID:64773,0.0494319
7451,K562_Erythroblast_Bone_Marrow | BRD4 | ID:81395,0.049396135
5425,K562_Erythroblast_Bone_Marrow | KLF16 | ID:64424,0.04938342
7173,LCL_Lymphoblastoid_Blood | YY1 | ID:76300,0.049291443
4282,MOLM-14_Myeloid_Cell | POLR2A | ID:56349,0.049247593
2671,HeLa_Epithelium_Cervix | MYC | ID:47102,0.04924331
7191,SK-N-SH_Neuroblastoma_cell_Brain | MAML3 | ID:76419,0.049234062
8460,786-O_Epithelium_Kidney | EP300 | ID:88140,0.049191017
4362,Neural_crest_cell_Cranial | NR2F1 | ID:56818,0.049180258
6870,MCF-7_Breast | NR3C1 | ID:74149,0.049166366
6637,Endothelial_Cell_Umbilical_Vein | BRD4 | ID:72630,0.049132474
8582,AGS_gastric_cancer_cell_line | STAT3 | ID:89056,0.04909272
1100,LS180_Epithelium_Colon | SRC | ID:39660,0.049059298
2255,LNCaP_Epithelium_Prostate | CTCF | ID:45976,0.049024913
7830,Proerythroblast_Blood | SMAD1 | ID:8413,0.04902456
311,MDA-231_Epithelium_Mammary_Gland | HOTAIR | ID:32849,0.049020633
6753,HCC1806_Mammary_carcinoma_cell_Breast | BRD4 | ID:73528,0.049009938
7622,THP-1_Monocyte_Blood | SPI1 | ID:82608,0.048989564
7838,MCF-7_Epithelium_Breast | CTCF | ID:84200,0.04897978
6961,T778 | MAZ | ID:74571,0.04897464
5358,A549_Epithelium_Lung | HES2 | ID:64242,0.04896726
8741,Fetal_Muscle_Trunk | DNase.hot | Roadmap,0.048954867
5746,HEK293_Epithelium_Embryonic_Kidney | ZNF563 | ID:65216,0.048876435
9375,NB4 | CTCF | ENCODE,0.048863944
256,BJ_Fibroblast_Skin | BRD7 | ID:280,0.048851628
7533,Muscle | NR3C1 | ID:82064,0.04879324
6187,Hematopoietic_stem_and_progenitor_cell | CTCF | ID:69627,0.04874793
3455,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:51518,0.04873918
1330,SU-DHL2_B_Lymphocyte | STAT3 | ID:42217,0.04871857
2083,HepG2_Epithelium_Liver | MAX | ID:45797,0.04871227
2166,K562_Erythroblast_Bone_Marrow | MYC | ID:45883,0.0487101
850,H2171_Epithelium_Lung | MAX | ID:37173,0.048675194
4841,A549_Epithelium_Lung | BCL3 | ID:62933,0.048669737
8064,HeLa_Cervical_Carcinoma | CTCF | ID:85640,0.048624985
9192,K562 | BHLHE40 | ENCODE,0.04862278
759,GM15510_Lymphoblastoid_Blood | RELA | ID:36322,0.048594706
3311,hMADS-3_Adipocyte_Adipose | PPARG | ID:50409,0.048520617
3263,K562_Erythroblast_Bone_Marrow | TBP | ID:50163,0.048519775
8725,Fetal_Intestine_Small | DNase.hot | Roadmap,0.04849611
5566,HEK293_Epithelium_Embryonic_Kidney | ZEB1 | ID:64829,0.048488192
1740,VCaP_Epithelium_Prostate | ERG | ID:44603,0.04847552
6425,LNCaP_Epithelium_Prostate | AR | ID:71223,0.048433457
6005,C4-2B_Epithelium_Prostate | POLR2A | ID:68392,0.048395704
4877,A549_Epithelium_Lung | CEBPB | ID:63004,0.04837913
5121,HEK293_Epithelium_Embryonic_Kidney | GFI1B | ID:63598,0.048367485
1183,ZR-75-1_Epithelium_Mammary_Gland | ESR1 | ID:40372,0.048283175
8461,H1_Embryonic_Stem_Cell_Embryo | KDM4A | ID:8816,0.048261754
2957,Keratinocyte_Foreskin | ZNF750 | ID:48799,0.04826157
5891,F5_Erythroid_Progenitor_Cell_Fetal_Liver | TAL1 | ID:67771,0.04825838
2354,A549_Epithelium_Lung | TEAD4 | ID:46075,0.0482206
7280,293T | ZNF714 | ID:77055,0.04813495
4604,Raji_B_Lymphocyte_Blood | POLR2A | ID:58943,0.04813401
7161,Epithelium | EHF | ID:76283,0.048095323
8485,MCF-7_Epithelium_Breast | ESR1 | ID:88372,0.048072536
2911,MCF-7_Epithelium_Breast | BRD4 | ID:48451,0.04802446
381,MCF-7_Epithelium_Breast | ESR1 | ID:33221,0.0479053
7092,Retina | CTCF | ID:75558,0.047865234
8044,LS174T_Epithelium_Colon | POLR2A | ID:8545,0.04785887
9228,K562 | eGFP-HDAC8 | ENCODE,0.04778928
789,FLP143HA_Epithelium_Embryonic_Kidney | ZNF143 | ID:36770,0.047767665
1832,Astrocyte_Brain | EZH2 | ID:45459,0.04775757
7972,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:8494,0.047750715
8078,HS-ES-2M_Embryonic_Stem_Cell_epithelioid_sarcoma | SMARCA4 | ID:85737,0.04774586
3142,Fibroblast | BRD4 | ID:49745,0.047726255
8854,GM12878 | WHIP | ENCODE,0.047714744
6163,A375_Melanoma_Cell | MED1 | ID:69521,0.047707364
5863,LNCaP_Epithelium_Prostate | FOXA1 | ID:67719,0.04766821
5593,GM12878_B_Lymphocyte_Blood | ZNF143 | ID:64894,0.04765237
7539,Breast | FOXA1 | ID:82081,0.047651626
612,Epithelium_Bronchia | GRHL2 | ID:35315,0.047616158
1672,LNCaP_Epithelium_Prostate | AR | ID:44330,0.047582883
806,MCF-7_Epithelium_Breast | ESR1 | ID:36825,0.04749948
1976,H1_Embryonic_Stem_Cell_Embryo | CHD1 | ID:45686,0.04741076
1744,T_Lymphocyte_Blood | POLR2A | ID:4461,0.047402345
4753,K562_Erythroblast_Bone_Marrow | ZNF24 | ID:62705,0.04738391
2532,HepG2_Epithelium_Liver | USF1 | ID:46248,0.04734069
3743,Adipocyte | MED1 | ID:53593,0.047322992
1293,iPSC | JARID2 | ID:41816,0.047295064
5406,HEK293_Epithelium_Embryonic_Kidney | ZNF788 | ID:64360,0.047276404
2419,GM12878_B_Lymphocyte_Blood | POLR2A | ID:46137,0.047272373
9140,HMEC | CTCF | ENCODE,0.047239836
3613,Stromal_Cell_Endometrium | CHRM2 | ID:52574,0.047196627
614,Epithelium_Bronchia | GRHL2 | ID:35323,0.047194358
9451,SK-N-SH_RA | YY1 | ENCODE,0.04718713
5633,HEK293_Epithelium_Embryonic_Kidney | ZNF24 | ID:65031,0.047178872
6009,Erythroid_Cell | USF1 | ID:68456,0.04710767
8488,LNCaP_Epithelium_Prostate | ARID1A | ID:88426,0.047084272
2521,HepG2_Epithelium_Liver | GABPA | ID:46237,0.04699506
6082,MCF-7_Epithelium_Breast | FOXA1 | ID:68867,0.046991818
2045,HeLa-S3_Epithelium_Cervix | RAD21 | ID:45757,0.046924092
3693,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53264,0.04692383
68,HeLa_Epithelium_Cervix | RELA | ID:1335,0.046884276
1960,GM18505_Lymphoblastoid_Blood | RELA | ID:45670,0.04671964
7254,HCT-116_Colorectal_cancer_cell_line | CNOT3 | ID:76964,0.04665351
1680,LNCaP_Epithelium_Prostate | AR | ID:44338,0.046650402
6364,Hematopoietic_stem_and_progenitor_cell_Bone_Marrow | MYC | ID:71014,0.046645027
1915,GM12878_B_Lymphocyte_Blood | CTCF | ID:45623,0.04659049
4293,Prostate | AR | ID:56392,0.046549957
2416,GM12878_B_Lymphocyte_Blood | FOXM1 | ID:46134,0.046530463
1319,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42173,0.04651818
3692,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53263,0.04644327
8689,CD56_Primary_Cells | DNase.all.peaks | Roadmap,0.046434496
6729,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73504,0.046378504
5045,A549_Epithelium_Lung | CEBPB | ID:63415,0.04635041
7015,NHEK_Keratinocyte_Skin | GRHL3 | ID:74687,0.046272103
1830,Monocyte_Blood | CTCF | ID:45444,0.04620508
8021,HeLa-S3_Epithelium_Cervix | POLR2A | ID:8534,0.046126585
2519,HepG2_Epithelium_Liver | HDAC2 | ID:46235,0.046053182
4252,Prostate | AR | ID:56124,0.04599792
7504,VCaP_Epithelium_Prostate | ERF | ID:81882,0.04598222
8320,MCF-7_Epithelium_Breast | CTCF | ID:87487,0.04597845
6556,Kasumi-1_Acute_myeloid_leukemia | RUNX1 | ID:72358,0.04594451
2092,HepG2_Epithelium_Liver | ARID3A | ID:45806,0.0458839
5078,MM.1S_B_Lymphoblast_Blood | CTCF | ID:63479,0.04579544
9190,K562 | BCLAF1 | ENCODE,0.045650832
1254,RKO_Epithelium_Colon | ING5 | ID:41573,0.045629263
175,MCF-7_Epithelium_Breast | ESR1 | ID:2295,0.045603465
6913,D-341 | OTX2 | ID:74353,0.045542028
6433,LNCaP_Epithelium_Prostate | RELA | ID:71231,0.045535058
4369,K562_Erythroblast_Bone_Marrow | KRAB | ID:56850,0.045432504
5314,K562_Erythroblast_Bone_Marrow | KDM4B | ID:64106,0.045419663
5519,HEK293_Epithelium_Embryonic_Kidney | ZNF382 | ID:64694,0.04540087
978,Endothelial_Cell_Umbilical_Vein | NFATC1 | ID:38654,0.045385435
373,U87_Brain | MAX | ID:33197,0.045358367
2446,GM12892_Lymphoblastoid_Blood | TAF1 | ID:46162,0.04532845
6213,HT29_colorectal_adenocarcinoma | POLR2A | ID:69787,0.045326173
4613,HL-60_Promyeloblast_Blood | LYL1 | ID:59002,0.045288417
8465,H1_Embryonic_Stem_Cell_Embryo | RBBP5 | ID:8820,0.045264617
2105,HepG2_Epithelium_Liver | POLR2A | ID:45821,0.045264386
4908,HepG2_Epithelium_Liver | PRPF4 | ID:63090,0.045234773
3397,Pre-B_Lymphocyte | BCL6 | ID:51245,0.045220908
4408,RL95-2_Uterus | LEF1 | ID:57114,0.045214806
7397,HeLa_Epithelium_Cervix | MYC | ID:8098,0.04520378
2335,A549_Epithelium_Lung | EP300 | ID:46056,0.04518813
2574,K562_Erythroblast_Bone_Marrow | GATA2 | ID:46290,0.04515072
7543,HCT-116_Human_colorectal_cancer_HCT116 | KDM3B | ID:82126,0.045139942
9269,K562 | p300 | ENCODE,0.045117106
5784,T47D_Epithelium_Mammary_Gland | ESR1 | ID:6586,0.04511124
8635,A549 (EtOH_0.02pct) | ETS1 | ENCODE,0.045047306
5544,K562_Erythroblast_Bone_Marrow | SMARCA5 | ID:64776,0.045018896
5935,IMR90hTert_Fibroblast_Fetal_Lung | POLR3D | ID:68059,0.044927206
1278,U2OS_Bone | POLR2A | ID:41762,0.044921402
8931,H1-hESC | Egr-1 | ENCODE,0.044918478
9038,HeLa-S3 | Pol2 | ENCODE | 1,0.04491833
1401,GM2588_Lymphoblastoid_Blood | CTCF | ID:42522,0.04491827
9432,Psoas_Muscle | DNase.all.peaks | Roadmap,0.04490462
1469,T47D_Epithelium_Mammary_Gland | XBP1 | ID:42895,0.044859037
1961,GM18505_Lymphoblastoid_Blood | POLR2A | ID:45671,0.044854574
6524,HCT-116_colorectal_carcinoma_derived_cell_line | SMARCA4 | ID:72102,0.044802323
3217,LNCaP_Epithelium_Prostate | AR | ID:50048,0.04477411
3494,HUES64_Embryonic_Stem_Cell_Embryo | T | ID:51600,0.04476429
7442,Raji_B_Lymphocyte_Blood | POLR2A | ID:81320,0.04474665
2705,DU145_Epithelium_Prostate | AR | ID:47333,0.044709478
8660,AG04449 | CTCF | ENCODE,0.044681337
3916,EWS502_Small_Round_Tumor_Cell | FLI1 | ID:5437,0.044678114
1897,GM12875_B_Lymphocyte_Blood | CTCF | ID:45603,0.044662967
7287,293T | ZNF649 | ID:77068,0.044653907
5301,K562_Erythroblast_Bone_Marrow | PBX2 | ID:64082,0.04463666
5493,Neuron | SMARCA4 | ID:64634,0.04456106
6327,HCT-116_Colon_cancer_cell_Colon | MYC | ID:70806,0.04454303
4771,K562_Erythroblast_Bone_Marrow | YBX1 | ID:62743,0.04453913
9029,HeLa-S3 | MAZ | ENCODE,0.04453244
4667,K562_Erythroblast_Bone_Marrow | ID3 | ID:62513,0.044515796
8410,MOLT-4_T_Lymphoblast | POLR2A | ID:87932,0.04447245
4017,MDA-MB-231_Epithelium_Breast | JUN | ID:55299,0.044426445
3662,Nalm6_B_cell_precursor_Blood | NR3C1 | ID:52959,0.0443857
4929,iPSC | POU5F1 | ID:63137,0.044358704
1292,iPSC | EZH2 | ID:41813,0.044351764
498,BG03_Embryonic_Stem_Cell_Embryo | SMAD3 | ID:34017,0.044346903
5394,K562_Erythroblast_Bone_Marrow | DPF2 | ID:64320,0.04431847
4772,A549_Epithelium_Lung | FOSL2 | ID:62753,0.04429571
4076,IMR90_Fibroblast_Lung | YAP1 | ID:55513,0.044290002
4557,Th1 | MYB | ID:58804,0.04427639
6401,MCF-10A_Epithelium | BRD4 | ID:71138,0.044262283
6084,MCF-7_Epithelium_Breast | FOXA1 | ID:68869,0.044119384
4821,K562_Erythroblast_Bone_Marrow | ATF1 | ID:62891,0.044117093
3754,T_Lymphocyte_Blood | STAT5B | ID:53632,0.044106863
3181,GM10847_Lymphoblastoid_Blood | POLR2A | ID:4994,0.044028237
4317,HuCCT1 | YAP1 | ID:56538,0.04401155
7774,MCF-7_Epithelium_Breast | CTCF | ID:83736,0.0439881
3774,Embryonic_Stem_Cell | POLR2A | ID:53668,0.043954372
2473,H1_Embryonic_Stem_Cell_Embryo | TEAD4 | ID:46189,0.043936685
1334,GM10847_Lymphoblastoid_Blood | CTCF | ID:42255,0.04390437
7940,MV4;11_Leukemia_Cell_Blood | CEBPB | ID:84640,0.043902747
2812,GM12878_B_Lymphocyte_Blood | EP300 | ID:47876,0.043854963
3202,K562_Erythroblast_Bone_Marrow | BMI1 | ID:50021,0.043822724
7965,H1975_Lung | ZEB1 | ID:84926,0.043787375
1673,LNCaP_Epithelium_Prostate | AR | ID:44331,0.043766692
1859,AG09309_Fibroblast_Skin | CTCF | ID:45565,0.043752022
1472,AC16_Cardiomyocyte | POLR2A | ID:42902,0.043748625
4005,HeLa_Epithelium_Cervix | POLR2A | ID:55200,0.043649796
5395,HEK293_Epithelium_Embryonic_Kidney | ZNF362 | ID:64321,0.0436446
4804,GM12878_B_Lymphocyte_Blood | HDGF | ID:62848,0.0436255
6431,LNCaP_Epithelium_Prostate | RELA | ID:71229,0.04359659
35,HeLa-S3_Epithelium_Cervix | ELK4 | ID:1214,0.043593872
7732,CLB-Ga_Neuroblastoma_cell | PHOX2B | ID:83392,0.04358803
4012,MDA-MB-231_Epithelium_Breast | YAP1 | ID:55292,0.043585397
3900,Mesenchymal_Stem_Cell | ATF4 | ID:54139,0.04356343
6707,B_cell_precursor | IKZF1 | ID:73239,0.04352607
3360,Calu-3_Epithelium_Lung | EHF | ID:50820,0.043516047
4194,293T-Rex | BRD4 | ID:55869,0.04349911
615,NHLF_Fibroblast_Lung | CTCF | ID:35380,0.043446843
3050,T47D_Epithelium_Mammary_Gland | EGLN2 | ID:49448,0.043435335
3756,T_Lymphocyte_Blood | STAT5B | ID:53634,0.04342993
9358,MCF-7 | GATA3 | ENCODE,0.043305643
1305,HCT-116_Colon | CTCF | ID:42149,0.043273713
7421,K562_Erythroblast_Bone_Marrow | MYC | ID:8118,0.043244906
2779,Raji_B_Lymphocyte_Blood | POLR2A | ID:47804,0.043154232
3948,SF268 | TEAD1 | ID:54611,0.043152336
8255,hESC | KDM2B | ID:87074,0.043132212
6146,VCaP_Epithelium_Prostate | AR | ID:69284,0.04312245
1421,MDA-MB-134_Epithelium_Mammary_Gland | ESR1 | ID:42617,0.043115668
2566,K562_Erythroblast_Bone_Marrow | TAF1 | ID:46282,0.043078743
6378,MCF-7_Epithelium | ZNF143 | ID:71040,0.043067444
7738,MCF-7_Epithelium_Breast | ESR1 | ID:83431,0.04306494
4910,GM12878_B_Lymphocyte_Blood | SMAD5 | ID:63098,0.04304209
4112,HCT-116_Colon | PAF1 | ID:55665,0.043006543
6854,MCF-7 | RUNX2 | ID:74116,0.042975996
7763,Breast | FOXA1 | ID:83621,0.042974506
9035,HeLa-S3 | p300 | ENCODE,0.042966496
5432,HEK293_Epithelium_Embryonic_Kidney | OVOL3 | ID:64446,0.042926125
4318,HuCCT1 | TEAD1 | ID:56542,0.04289635
4224,MCF-7_Epithelium_Breast | RAD21 | ID:56055,0.04286852
3599,Coronary_artery_smooth_muscle | JUN | ID:52500,0.04286322
7883,T47D_Epithelium_Mammary_Gland | POLR2A | ID:84350,0.04285733
126,JURL_MK1_Haematopoietic_Progenitor_Cell_Bone_Marrow | BCL6 | ID:1958,0.042846646
2959,Keratinocyte_Foreskin | RCOR1 | ID:48801,0.042843617
5731,HEK293_Epithelium_Embryonic_Kidney | ZNF331 | ID:65194,0.042817116
4343,Prostate | FOXA1 | ID:56662,0.042789053
1570,Fibroblast_Foreskin | CBX7 | ID:43568,0.042777758
8793,GM12878 | Egr-1 | ENCODE,0.042765796
5919,PEO1 | GRHL2 | ID:68001,0.042762056
8355,MCF-7_Epithelium_Breast | ESR1 | ID:87688,0.04274787
6624,A375_Melanoma_Cell | SP1 | ID:72611,0.04274226
7396,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:8097,0.042734336
6145,VCaP_Epithelium_Prostate | AR | ID:69283,0.042703487
1355,GM12892_Lymphoblastoid_Blood | STAG1 | ID:42351,0.04263232
7901,U937_Pleura | SMAD1 | ID:8447,0.04260065
2682,Keratinocyte_Skin | TP63 | ID:4718,0.042588223
830,LNCaP_Epithelium_Prostate | NR3C1 | ID:37100,0.04258191
3182,Neural_Progenitor_Cell | OTX2 | ID:49947,0.042560507
7510,Embryonic_Stem_Cell_epithelioid_sarcoma | SUZ12 | ID:81899,0.042544056
1461,LoVo_Colon | RAD21 | ID:42845,0.04252944
1425,HEK293_Epithelium_Embryonic_Kidney | CREBBP | ID:42638,0.04250735
7460,Jurkat_T_Lymphocyte_Blood | TET2 | ID:81543,0.04246557
9248,K562 | Ini1 | ENCODE,0.0423867
1053,LoVo_Colon | RXRA | ID:38864,0.0423632
7105,HAP-1_Embryonic_Stem_Cell_Embryo | CTCF | ID:75575,0.04236142
8161,C4-2_Prostate | BRD4 | ID:86456,0.04231255
2679,MCF-7_Epithelium_Breast | POLR2A | ID:47116,0.04228737
6439,Osteoblast | CEBPB | ID:71243,0.042287115
2752,YCC3_Epithelium | KLF5 | ID:47593,0.04222395
5323,K562_Erythroblast_Bone_Marrow | ILK | ID:64129,0.042209286
2708,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47400,0.04220535
1661,LNCaP_Epithelium_Prostate | AR | ID:44318,0.0421984
7255,Snap-frozen_tissue | CNOT3 | ID:76965,0.042195227
2230,K562_Erythroblast_Bone_Marrow | MAFF | ID:45950,0.042168543
7320,293T | ZNF334 | ID:77136,0.042163935
7456,SW480_Colon | POLR2A | ID:81525,0.042050246
9066,HepG2 | CEBPB | ENCODE,0.041997943
1404,GM2610_Lymphoblastoid_Blood | CTCF | ID:42536,0.041927423
2586,K562_Erythroblast_Bone_Marrow | SIX5 | ID:46302,0.04192706
1007,LoVo_Colon | NKX2-2 | ID:38736,0.04189572
8747,Fetal_Stomach | DNase.fdr0.01.hot | Roadmap,0.041892633
5820,MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67516,0.041864928
3609,501-Mel_Melanoma_Cell | SMARCA4 | ID:52550,0.041839626
5924,MCF-7 | RUNX1 | ID:68022,0.041822057
557,Macrophage | CEBPB | ID:34564,0.04181677
9032,HeLa-S3 | NF-YB | ENCODE,0.041788284
434,T47D_Epithelium_Mammary_Gland | PR | ID:33567,0.041756116
9219,K562 | CTCF | ENCODE | 1,0.041716557
2168,K562_Erythroblast_Bone_Marrow | MYC | ID:45885,0.041715927
6668,Cardiomyocyte | TBX5 | ID:72954,0.04170661
8071,HEK293T_Epithelium_Embryonic_Kidney | NCOR1 | ID:8566,0.041703768
753,GM19099_Lymphoblastoid_Blood | RELA | ID:36314,0.041695938
4739,K562_Erythroblast_Bone_Marrow | HES1 | ID:62672,0.041692354
1273,HEK293_Epithelium_Embryonic_Kidney | SUMO2 | ID:41741,0.041686814
4953,A549_Epithelium_Lung | BCL3 | ID:63200,0.0416798
5248,HepG2_Epithelium_Liver | SSRP1 | ID:63943,0.041670356
6721,MV4-11_AML_cell | RUNX1 | ID:73449,0.04165251
5010,Sigmoid_Colon | CTCF | ID:63328,0.04163831
1750,Keratinocyte_Foreskin | TP63 | ID:44759,0.0415765
9233,K562 | ELK1 | ENCODE,0.04154703
763,A549_Epithelium_Lung | PAF1 | ID:36344,0.04154495
6166,Nalm6_Leukemia_Cell | POLR2A | ID:69535,0.041527677
4203,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:56012,0.04145624
5421,A549_Epithelium_Lung | CEBPB | ID:64400,0.041446596
1978,H1_Embryonic_Stem_Cell_Embryo | ZNF143 | ID:45688,0.041399937
4119,HCT-116_Colon | POLR2A | ID:55671,0.04137451
5905,SUM159R | BRD4 | ID:67829,0.04131601
1618,MCF-10A_Epithelium_Breast | POLR2A | ID:44030,0.041294377
8968,H1-hESC | TEAD4 | ENCODE,0.041263625
6488,MCF-7_Breast | ESR1 | ID:71859,0.041253857
6443,Osteoblast | POLR2A | ID:71247,0.041243233
2133,Lymphocyte_Blood | STAT4 | ID:4585,0.041226313
