,Target,Weights
235,T47D_Epithelium_Mammary_Gland | ESR1 | ID:2725,0.07761606
2414,GM12878_B_Lymphocyte_Blood | EGR1 | ID:46132,0.07760099
9456,Small_Intestine | DNase.fdr0.01.peaks | Roadmap,0.07759807
2736,U2OS_Bone | POLR2A | ID:47493,0.07757433
4572,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:58837,0.077485606
9138,HFF-Myc | CTCF | ENCODE,0.07744907
357,P493-6_B_cell_lymphoma | MED1 | ID:33160,0.07743078
209,MCF-7_Epithelium_Breast | STAG1 | ID:2396,0.07740576
6294,Keratinocyte_Foreskin | DNMT3B | ID:70174,0.077404395
5999,Kasumi-1_Acute_myeloid_leukemia | NR4A1 | ID:68309,0.07739653
9470,WI-38 | CTCF | ENCODE,0.077324525
8226,Breast | GATA3 | ID:86895,0.077184096
6540,U87_Glioblastoma_cell | POLR2A | ID:72339,0.07710075
2709,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47402,0.07709473
4774,A549_Epithelium_Lung | FOSL2 | ID:62755,0.07708818
4845,A549_Epithelium_Lung | CEBPB | ID:62938,0.077016726
7364,HepG2_Epithelium_Liver | ZSCAN2 | ID:77266,0.076961406
2945,Epithelium_Liver | SPI1 | ID:48706,0.07695451
6075,ZR-75-1_Embryonic_Stem_Cell_Breast | ESR1 | ID:68860,0.0769111
5863,LNCaP_Epithelium_Prostate | FOXA1 | ID:67719,0.076876536
793,FLP143HA_Epithelium_Embryonic_Kidney | ZNF143 | ID:36777,0.07684113
6092,MCF-7_Epithelium_Breast | NR3C1 | ID:68877,0.07682131
5431,HEK293_Epithelium_Embryonic_Kidney | OVOL3 | ID:64445,0.07664236
4207,HepG2_Epithelium_Liver | RAD21 | ID:56038,0.076604955
6299,WIBR3_Embryonic_Stem_Cell_Embryo | TRIM28 | ID:70222,0.07650307
1803,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:45363,0.07644199
7715,T47D_Epithelium_Mammary_Gland | GATA3 | ID:83264,0.07643839
7929,MDA-MB-157_mDA | STAT3 | ID:84617,0.07643776
4341,MDA-MB-231_Epithelium_Breast | JUN | ID:56634,0.07633404
2534,HepG2_Epithelium_Liver | CTCF | ID:46250,0.07631567
2188,K562_Erythroblast_Bone_Marrow | MAX | ID:45907,0.076288
7171,LCL_Lymphoblastoid_Blood | YY1 | ID:76297,0.07628573
4474,Myeloid_Cell | KDM2B | ID:58081,0.07619604
2505,HeLa-S3_Epithelium_Cervix | TAF1 | ID:46221,0.07615093
3084,MCF-7_Epithelium_Breast | RARG | ID:49619,0.07613247
487,MM1.S_B_Lymphocyte_Blood | CTCF | ID:33934,0.07609094
5483,HEK293_Epithelium_Embryonic_Kidney | FEZF1 | ID:64604,0.07608359
1651,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44236,0.075965025
6198,MV4;11_Leukemia_Cell_Blood | POLR2A | ID:69765,0.075947285
8170,VCaP_Epithelium_Prostate | AR | ID:8653,0.07589153
6764,SUM159PT_Mammary_carcinoma_cell_Breast | MED1 | ID:73541,0.0758235
3585,T_Lymphocyte_Tonsil | BCL6 | ID:52303,0.07582145
5334,HEK293_Epithelium_Embryonic_Kidney | ZNF580 | ID:64174,0.075809866
6597,BJELM_Fibroblast_Foreskin | POLR2A | ID:72427,0.07579499
1767,Megakaryocyte_Cord_blood | RUNX1 | ID:4514,0.07575146
7764,Breast | FOXA1 | ID:83622,0.075737044
4260,C4-2B_Epithelium_Prostate | AR | ID:56208,0.07572343
1054,LoVo_Colon | E2F2 | ID:38865,0.075572416
9457,Small_Intestine | DNase.hot | Roadmap,0.075562015
2831,HEK293_Epithelium_Embryonic_Kidney | AR | ID:48088,0.07555037
1951,GM12878_B_Lymphocyte_Blood | MAZ | ID:45661,0.07554884
6215,HT29_colorectal_adenocarcinoma | POLR2A | ID:69789,0.075497344
4001,LNCaP_Epithelium_Prostate | VDR | ID:55164,0.07545712
1174,Shef_4_Embryonic_Stem_Cell_Embryo | POLR2A | ID:40284,0.07529177
5628,K562_Erythroblast_Bone_Marrow | ELF1 | ID:65014,0.07528685
7495,BICR31_squamous_cell_carcinoma_Head_and_neck | KLF5 | ID:81775,0.07519174
3816,T47D_Epithelium_Mammary_Gland | PR | ID:53979,0.07512352
4384,HeLa_Epithelium_Cervix | POLR2A | ID:56964,0.07508342
4339,MDA-MB-231_Epithelium_Breast | JUN | ID:56632,0.075081035
202,MCF-7_Epithelium_Breast | RAD21 | ID:2389,0.07507912
7694,Stem_cell | EP300 | ID:83198,0.074936375
4435,Nalm6_B_cell_precursor_Blood | IKZF1 | ID:57640,0.0748464
3001,Fibroblast_Skin | POLR2A | ID:49028,0.07482561
7456,SW480_Colon | POLR2A | ID:81525,0.07482354
8895,H1_BMP4_Derived_Mesendoderm_Cultured_Cells | DNase.all.peaks | Roadmap,0.074808836
1661,LNCaP_Epithelium_Prostate | AR | ID:44318,0.074769616
300,P493-6_B_cell_lymphoma | BRD4 | ID:32790,0.074738145
6988,K562_Erythroblast_Bone_Marrow | ZMYM3 | ID:74660,0.07468704
2361,A549_Epithelium_Lung | PBX3 | ID:46082,0.074647374
9043,HeLa-S3 | RFX5 | ENCODE,0.074599005
4858,MCF-7_Epithelium_Breast | HDGF | ID:62966,0.0745781
157,LNCaP_Epithelium_Prostate | FOXA1 | ID:2191,0.074554265
7901,U937_Pleura | SMAD1 | ID:8447,0.074553266
9038,HeLa-S3 | Pol2 | ENCODE | 1,0.07454757
603,HeLa-S3_Epithelium_Cervix | BRDU | ID:35293,0.074511975
6723,Th1 | T | ID:73454,0.074462526
2724,LS174T_Epithelium_Colon | GATA6 | ID:47433,0.074457355
4541,Embryonic_Stem_Cell_Embryo | CTCF | ID:58490,0.07433442
3654,CyT49_Embryonic_Stem_Cell_Embryo | FOXA2 | ID:52683,0.07429949
9146,HRE | CTCF | ENCODE,0.07424054
7476,PC-9_Lung_Cancer_Cell_Lung | BRD4 | ID:81611,0.07422583
4342,VCaP_Epithelium_Prostate | AR | ID:5666,0.07420536
7544,HCT-116_Human_colorectal_cancer_HCT116 | KDM3B | ID:82127,0.07420107
196,MCF-7_Epithelium_Breast | POLR2A | ID:2378,0.074189804
2986,HeLa_Epithelium_Cervix | ELL2 | ID:49007,0.07413716
837,BT-20_Epithelium_Mammary_Gland | HSF1 | ID:37116,0.07413233
7898,SHEP-21N_Neuroblastoma_cell_Bone_Marrow | MYCN | ID:84465,0.074116744
2959,Keratinocyte_Foreskin | RCOR1 | ID:48801,0.07407644
3259,C4-2_Epithelium | POLR2A | ID:50153,0.074022666
9225,K562 | E2F6 | ENCODE | 1,0.07393472
4867,HEK293_Epithelium_Embryonic_Kidney | ZNF391 | ID:62985,0.07393329
131,K562_Erythroblast_Bone_Marrow | FOS | ID:1992,0.07388409
764,A549_Epithelium_Lung | POLR2A | ID:36345,0.07385521
4489,Keratinocyte | POLR2A | ID:58191,0.07383774
224,NB4_Promyelocytic_cell_Blood | RARA | ID:2464,0.07382168
322,H9_Embryonic_Stem_Cell_Embryo | FAIRE | ID:32984,0.073786676
9331,K562 | ZNF263 | ENCODE,0.07369626
5885,Hematopoietic_stem_and_progenitor_cell_Bone_Marrow | SPI1 | ID:67764,0.07366835
1648,H9_Embryonic_Stem_Cell_Embryo | SOX2 | ID:44233,0.07355216
3230,VCaP_Epithelium_Prostate | ESR1 | ID:50062,0.07351091
8568,J-Lat_A72 | POLR2A | ID:88922,0.073482595
5019,K562_Erythroblast_Bone_Marrow | C11orf30 | ID:63362,0.073469706
7238,A549_Epithelium_Lung | SETX | ID:76831,0.07345562
8208,JHU-06_Endothelial_Cell | JUN | ID:86805,0.073371604
3204,A549_Epithelium_Lung | MYC | ID:50033,0.07335096
2407,GM12878_B_Lymphocyte_Blood | RXRA | ID:46125,0.07328086
8273,HeLa_Epithelium_Cervix | SMC3 | ID:87201,0.073261335
2756,AGS_Epithelium_Stomach | GATA4 | ID:47598,0.07324481
3117,GM18526_Lymphoblastoid_Blood | RELA | ID:4966,0.07322255
5171,K562_Erythroblast_Bone_Marrow | ZC3H8 | ID:63719,0.07321123
5346,HepG2_Epithelium_Liver | ZNF207 | ID:64210,0.07321035
7553,HeLa_Epithelium_Cervix | MORC2 | ID:82189,0.07316056
5254,K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:63971,0.07314271
2068,HeLa-S3_Epithelium_Cervix | TCF7L2 | ID:45782,0.07313455
7436,A375_melanoma_Skin | BRD4 | ID:81292,0.07312526
1992,H1_Embryonic_Stem_Cell_Embryo | ZNF274 | ID:45702,0.07312469
6221,HT29_colorectal_adenocarcinoma | NR1H3 | ID:69800,0.07310853
4,H9_Embryonic_Stem_Cell_Embryo | FOXH1 | ID:1011,0.07308953
1172,B_Lymphocyte_Blood | MED1 | ID:40233,0.07308844
1565,Epithelium_Mammary_Gland | CBX7 | ID:43557,0.07307614
5957,C4-2_Prostate | POLR2A | ID:68083,0.07304979
9327,K562 | YY1 | ENCODE | 2,0.07304842
7336,293T | ZNF180 | ID:77167,0.07293499
3381,H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:50987,0.072912484
9133,HepG2 | YY1 | ENCODE,0.072901994
6438,Osteoblast | CEBPB | ID:71242,0.072901815
420,T47D_Epithelium_Mammary_Gland | ESR1 | ID:33513,0.07289405
4344,Prostate | HOXB13 | ID:56663,0.07285357
6251,Th1 | RELA | ID:69875,0.07282679
8465,H1_Embryonic_Stem_Cell_Embryo | RBBP5 | ID:8820,0.07282288
888,ME-1_Leukemia_Cell | RUNX1 | ID:37619,0.07275913
458,BJ_Fibroblast_Skin | MYC | ID:33720,0.072728686
768,A549_Epithelium_Lung | PAF1 | ID:36352,0.07272586
7659,BJ_Fibroblast_Skin | FOXA2 | ID:82936,0.072682716
734,HeLa_Epithelium_Cervix | TTF2 | ID:36232,0.07254922
9356,MCF-7 (serum_stimulated_media) | CTCF | ENCODE,0.072536886
2753,YCC3_Epithelium | GATA4 | ID:47594,0.07252703
8843,GM12878 | STAT1 | ENCODE,0.0725055
3016,VCaP_Epithelium_Prostate | ERG | ID:49226,0.07249487
524,HeLa_Epithelium_Cervix | SUMO1 | ID:34353,0.07248663
1594,THP-1_Monocyte_Blood | CTCF | ID:43831,0.07242285
2118,HL-60_Promyeloblast_Blood | CTCF | ID:45835,0.07241
3945,SF268 | YAP1 | ID:54608,0.072344035
4386,HeLa_Epithelium_Cervix | POLR2A | ID:56968,0.07231848
5795,Neuronal_Progenitor_cell | SOX2 | ID:67317,0.07230364
2906,BJ_Fibroblast_Skin | KDM6B | ID:48442,0.07214856
9163,HUVEC | Pol2 | ENCODE,0.07214494
6025,IMR90 | BRD4 | ID:68712,0.07210288
5783,MCF-7_Epithelium_Breast | ESR1 | ID:6581,0.072091274
4618,THP-1_Monocyte_Blood | POLR2A | ID:59043,0.07197554
9307,K562 (IFNa30) | STAT2 | ENCODE,0.07193041
4011,MDA-MB-231_Epithelium_Breast | YAP1 | ID:55291,0.07188932
997,LoVo_Colon | HNF4A | ID:38713,0.07185004
7658,A549_Epithelium_Lung | FOXA2 | ID:82935,0.07178374
4910,GM12878_B_Lymphocyte_Blood | SMAD5 | ID:63098,0.07170967
1439,LoVo_Colon | HOXA4 | ID:42720,0.071708485
856,Caco-2_Epithelium_Colon | HNF4A | ID:372,0.07169682
6139,VCaP_Epithelium_Prostate | AR | ID:69277,0.0716384
3841,MCF-7_Epithelium_Breast | PR | ID:54014,0.071552105
6042,Erythroid_progenitor_Bone_Marrow | GATA2 | ID:68819,0.07153416
8404,K562_Erythroblast_Bone_Marrow | KDM5B | ID:8791,0.07151698
2024,HeLa-S3_Epithelium_Cervix | CTCF | ID:45734,0.07142936
9357,MCF-7 (vehicle) | CTCF | ENCODE,0.07142411
6007,C4-2B_Epithelium_Prostate | AR | ID:68401,0.07137847
7809,J-Lat_A72 | BRD4 | ID:83932,0.071330786
5849,Erythroblast | ZBTB7A | ID:67686,0.071309894
1578,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | MED1 | ID:43634,0.07130225
7906,K562_Erythroblast_Bone_Marrow | GATA1 | ID:84534,0.07126616
5822,MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67518,0.07126504
2776,MCF-7_Epithelium_Breast | POLR2A | ID:47790,0.071083546
2719,Jurkat_T_Lymphocyte_Blood | GABPA | ID:47414,0.07103488
376,MM1.S_B_Lymphocyte_Blood | POLR2A | ID:33201,0.07099372
2562,K562_Erythroblast_Bone_Marrow | ETS1 | ID:46278,0.070958525
5570,A549_Epithelium_Lung | HES2 | ID:64836,0.07095533
4389,HeLa_Epithelium_Cervix | POLR2A | ID:56971,0.070952915
1103,HEK293T_Epithelium_Embryonic_Kidney | TET3 | ID:39719,0.07089645
6024,IMR90 | BRD4 | ID:68711,0.07083679
5888,Hematopoietic_stem_and_progenitor_cell_Bone_Marrow | NFE2 | ID:67767,0.07080719
886,ME-1_Leukemia_Cell | CBFB | ID:37607,0.07075656
6149,VCaP_Epithelium_Prostate | AR | ID:69288,0.070745476
507,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:34102,0.0707053
1146,MM1.S_B_Lymphocyte_Blood | MED1 | ID:40016,0.07068492
6458,HCT-116_Colon_cancer_cell_Colon | RAD21 | ID:71322,0.070629835
854,Monocyte_Blood | IRF5 | ID:37183,0.07050393
3505,LNCaP_Epithelium_Prostate | AR | ID:51737,0.07047703
5205,HEK293_Epithelium_Embryonic_Kidney | GLIS2 | ID:63826,0.07045974
4671,K562_Erythroblast_Bone_Marrow | ZNF175 | ID:62529,0.070410006
7084,Retina | POLR2A | ID:75515,0.07039954
6441,Osteoblast | POLR2A | ID:71245,0.070390664
34,HeLa-S3_Epithelium_Cervix | ELK1 | ID:1213,0.07036878
8648,A549 | Pol2 | ENCODE,0.07032159
2096,HepG2_Epithelium_Liver | MXI1 | ID:45810,0.07026377
71,HeLa_Epithelium_Cervix | RELA | ID:1339,0.070234165
1027,LoVo_Colon | RFX1 | ID:38784,0.07022836
9450,SK-N-SH_RA | USF1 | ENCODE,0.070072815
9346,MCF10A-Er-Src (EtOH_0.01pct_12hr) | STAT3 | ENCODE,0.07005069
8205,SKH1_SKH-1_cells | CEBPA | ID:86794,0.06999687
7185,GM12878_Lymphoblastoid | RELA | ID:76405,0.06998582
6652,Cardiomyocyte | GATA4 | ID:72912,0.069979
1067,CUTLL1_T_Lymphocyte_Blood | NOTCH1 | ID:393,0.06992124
5341,K562_Erythroblast_Bone_Marrow | MLLT1 | ID:64186,0.069876835
5721,HEK293_Epithelium_Embryonic_Kidney | ZNF85 | ID:65184,0.06985273
8760,Gliobla | Pol2 | ENCODE,0.06978697
4398,HeLa_Epithelium_Cervix | GTF2B | ID:56982,0.06974043
1884,GM12864_B_Lymphocyte_Blood | CTCF | ID:45590,0.06970428
8160,T47D_cancer_cells_Breast | PR | ID:86444,0.06956726
7762,Breast | FOXA1 | ID:83620,0.069565035
3679,MRC5_Fibroblast_Lung | POLR2A | ID:53124,0.069542855
1202,DU145_Epithelium_Prostate | EED | ID:41187,0.06953994
8753,Fetal_Thymus | DNase.hot | Roadmap,0.06950978
316,HeLa_Epithelium_Cervix | TERC | ID:32856,0.069495775
6044,Erythroid_progenitor_Bone_Marrow | HDAC2 | ID:68821,0.06948375
7939,A673_Polygonal_Muscle | SRF | ID:84631,0.069409445
3185,GBM1B_Glioblastoma_Stem_Cell | KLF9 | ID:49951,0.069380976
5385,HEK293_Epithelium_Embryonic_Kidney | ZNF837 | ID:64307,0.06936792
5963,C4-2_Prostate | AR | ID:68089,0.06932792
7374,SW480_Epithelium_Colon | TAZ | ID:77366,0.069296874
6923,MCF-7_Breast | ESR1 | ID:74381,0.06926888
5224,GM12878_B_Lymphocyte_Blood | MLLT1 | ID:63876,0.069260105
2358,A549_Epithelium_Lung | NR3C1 | ID:46079,0.06917692
5900,MDA-MB-436 | BRD4 | ID:67804,0.0691763
5182,HEK293_Epithelium_Embryonic_Kidney | ZNF48 | ID:63764,0.069173016
241,T98G_Brain | EP300 | ID:2751,0.06910587
4174,Cardiomyocyte_Heart | POLR2A | ID:5579,0.06901624
2184,K562_Erythroblast_Bone_Marrow | RCOR1 | ID:45903,0.068983115
2952,Multiple_myeloma | EZH2 | ID:48764,0.06888873
2376,ECC-1_Epithelium_Endometrium | REST | ID:46096,0.06874548
8574,JHU-06_Endothelial_Cell | RELA | ID:88945,0.06871581
8669,Breast_vHMEC | DNase.fdr0.01.hot | Roadmap,0.06871369
9045,HeLa-S3 | SMC3 | ENCODE,0.06861064
1654,LNCaP_Epithelium_Prostate | AR | ID:44311,0.06860983
5803,SK-N-SH_Neuroblastoma_cell_Brain | RARA | ID:67429,0.068485424
8345,MCF-7_Epithelium_Breast | CTCF | ID:87651,0.06848353
1535,HUG1N_Stomach | GATA6 | ID:43163,0.06846175
1607,Endothelial_Cell_Artery | T | ID:43975,0.06843082
1885,GM12864_B_Lymphocyte_Blood | CTCF | ID:45591,0.06843014
2155,K562_Erythroblast_Bone_Marrow | ATF1 | ID:45871,0.068404704
162,LNCaP_Epithelium_Prostate | POLR2A | ID:2244,0.06840358
8610,LCL_Lymphoblastoid_Blood | SMC1A | ID:9319,0.06833377
9261,K562 | Mxi1 | ENCODE,0.06824975
590,MCF-7_Epithelium_Breast | POLR2A | ID:35226,0.06823953
6320,MM1.S_B_Lymphocyte_Blood | HDAC3 | ID:70761,0.06821459
7094,Retina | BRD4 | ID:75560,0.06812873
3037,GM19193_Lymphoblastoid_Blood | RELA | ID:4940,0.06807267
2711,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47406,0.068070404
800,MCF-7_Epithelium_Breast | E2F4 | ID:36812,0.0680101
4473,Myeloid_Cell | KDM2B | ID:58079,0.068006024
5195,HepG2_Epithelium_Liver | HLF | ID:63808,0.06799866
5274,HEK293_Epithelium_Embryonic_Kidney | SCRT1 | ID:64013,0.06787791
9188,K562 | Bach1 | ENCODE,0.067806974
2676,MCF-7_Epithelium_Breast | POLR2A | ID:47113,0.06772525
1102,Jurkat_T_Lymphocyte_Blood | RUNX1 | ID:39674,0.06767365
3425,HUES64_Embryonic_Stem_Cell_Embryo | EOMES | ID:51445,0.067656085
1046,LoVo_Colon | CREB3 | ID:38841,0.067577034
9343,MCF10A-Er-Src (4OHTAM_1uM_12hr) | STAT3 | ENCODE,0.067562565
3254,GM12891_Lymphoblastoid_Blood | POLR2A | ID:5014,0.06754995
6891,HeLa | MLLT1 | ID:74292,0.06751974
5989,BEAS-2B_Epithelium_Lung | NR3C1 | ID:68227,0.06751867
428,Proerythroblast_Bone_Marrow | GATA1 | ID:33545,0.06751422
2658,T47D_Epithelium_Mammary_Gland | JUND | ID:46372,0.067464724
3262,C4-2_Epithelium | ARRB1 | ID:50162,0.06745539
2348,A549_Epithelium_Lung | REST | ID:46069,0.067444734
2315,SK-N-SH_Neuroblastoma_cell_Brain | JUND | ID:46036,0.06742971
797,MCF-7_Epithelium_Breast | E2F4 | ID:36807,0.06742239
7894,VCaP_Epithelium_Prostate | FOXA1 | ID:84451,0.06740583
481,LNCaP_Epithelium_Prostate | FOXA1 | ID:33918,0.06736105
1683,Endothelial_Cell_Umbilical_Vein | PPARD | ID:44350,0.067353405
1055,"GM11992,_GM12763_Lymphoblastoid_Blood | NFE2L2 | ID:38909",0.06732862
1230,SNU216_Epithelium | TEAD4 | ID:41391,0.06731041
1043,LoVo_Colon | FEV | ID:38830,0.067294866
6485,MCF-7 | ESR1 | ID:71856,0.06720241
1957,GM13977_Lymphoblastoid_Blood | CTCF | ID:45667,0.06717933
6936,MCF-7_Breast | ESR1 | ID:74397,0.066986464
3906,OCI-Ly10_B_Lymphocyte_Bone_Marrow | FOXP1 | ID:54155,0.06696609
8389,K562_Erythroblast_Bone_Marrow | KDM1A | ID:8783,0.06692267
4508,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58333,0.06687437
4872,K562_Erythroblast_Bone_Marrow | TRIM25 | ID:62995,0.06686678
6026,IMR90_fibrobasts | BRD4 | ID:68713,0.06681045
3348,Fibroblast | GTF2I | ID:50697,0.066778354
7918,LCL_B_Lymphocyte | NIPBL | ID:84583,0.066742286
4178,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:55804,0.06654388
5976,Thymocyte_Thymus | GATA3 | ID:68160,0.06652275
5278,K562_Erythroblast_Bone_Marrow | KLF13 | ID:64022,0.06650418
6849,A549_Epithelium_Lung | SPDEF | ID:74048,0.06648115
3692,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53263,0.06647117
613,Epithelium_Bronchia | GRHL2 | ID:35317,0.06643608
5295,HEK293_Epithelium_Embryonic_Kidney | ZBTB17 | ID:64073,0.06640791
5148,HEK293_Epithelium_Embryonic_Kidney | SP7 | ID:63654,0.066381685
179,MCF-7_Epithelium_Breast | ESR1 | ID:2299,0.06628165
2618,PANC-1_Pancreas | POLR2A | ID:46332,0.06627195
8909,H1_Derived_Neuronal_Progenitor_Cultured_Cells | DNase.fdr0.01.peaks | Roadmap,0.066234104
4719,K562_Erythroblast_Bone_Marrow | HDAC2 | ID:62634,0.066232674
3473,HUES64_Embryonic_Stem_Cell_Embryo | SALL4 | ID:51551,0.0662305
5496,A549_Epithelium_Lung | EP300 | ID:64640,0.06614769
6711,HeLa | LARP7 | ID:73298,0.0661061
1820,K562_Erythroblast_Bone_Marrow | KAT2B | ID:45418,0.06610112
7811,HEK293_Epithelium_Embryonic_Kidney | PHIP | ID:83937,0.06608299
1517,HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:43080,0.0660302
6918,D-341 | OTX2 | ID:74358,0.06598522
2009,Epithelium_Esophagus | CTCF | ID:45719,0.06587465
5618,A549_Epithelium_Lung | HES2 | ID:64963,0.065856405
1384,GM19238_Lymphoblastoid_Blood | STAG1 | ID:42461,0.06577357
631,CCRF-CEM_T_Lymphocyte_Blood | TCF12 | ID:35481,0.06577205
4446,Embryonic_Stem_Cell_Embryo | RNF2 | ID:5771,0.065734066
5481,K562_Erythroblast_Bone_Marrow | RNF2 | ID:64583,0.06568148
4645,B_Lymphocyte | FOXP1 | ID:59447,0.065662876
5039,gastroesophageal_sphincter | POLR2A | ID:63403,0.065652095
2229,K562_Erythroblast_Bone_Marrow | IRF1 | ID:45949,0.06560511
3795,K562_Erythroblast_Bone_Marrow | CTCF | ID:53885,0.06555924
9186,K562 | ATF3 | ENCODE,0.06554997
3904,OCI-Ly3_B_Lymphocyte_Bone_Marrow | FOXP1 | ID:54153,0.0655443
7027,LNCaP_Epithelium_Prostate | AR | ID:74839,0.06552918
7633,BJ_Fibroblast_Skin | FOXA2 | ID:82644,0.065417215
2613,MCF-7_Epithelium_Breast | SIN3A | ID:46327,0.065412074
2219,K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:45939,0.065377384
8936,H1-hESC | HDAC2 | ENCODE,0.065246426
5723,HEK293_Epithelium_Embryonic_Kidney | EGR3 | ID:65186,0.06522254
4354,LNCaP_Epithelium_Prostate | NKX3-1 | ID:5677,0.06519926
8928,H1-hESC | DNase.fdr0.01.hot | Roadmap,0.065152206
4672,K562_Erythroblast_Bone_Marrow | ZNF175 | ID:62530,0.06508961
4808,gastroesophageal_sphincter | CTCF | ID:62852,0.065079175
9046,HeLa-S3 | SPT20 | ENCODE,0.065069504
1042,LoVo_Colon | LYL1 | ID:38829,0.065056846
3730,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:53418,0.065021165
8780,GM12878 | CEBPB | ENCODE,0.06496831
2525,HepG2_Epithelium_Liver | MYBL2 | ID:46241,0.06493994
8291,Embryonic_Stem_Cell | TCF7L1 | ID:87386,0.064894326
2644,SK-N-SH_Neuroblastoma_cell_Brain | PBX3 | ID:46358,0.06487534
4257,LNCaP_Epithelium_Prostate | AR | ID:56205,0.06487516
5626,K562_Erythroblast_Bone_Marrow | NR2F1 | ID:64997,0.06482349
7483,ID00015_Lymphoblastoid | CTCF | ID:81660,0.06474236
1028,LoVo_Colon | NIPBL | ID:38785,0.06471264
2007,HCT-116_Colon | CTCF | ID:45717,0.06469799
8431,iPSC | FGFR1 | ID:88045,0.064626336
3110,MCF-7_Epithelium_Breast | MED1 | ID:49651,0.064593844
1355,GM12892_Lymphoblastoid_Blood | STAG1 | ID:42351,0.064557515
4768,K562_Erythroblast_Bone_Marrow | MLLT1 | ID:62738,0.06455169
3013,NTERA-2_Testis | DDX5 | ID:49196,0.06450305
3411,Adipocyte | POLR2A | ID:51294,0.06449963
9467,U87 | NRSF | ENCODE,0.06448599
7879,LNCaP_Epithelium_Prostate | HOXB13 | ID:84347,0.06448049
5109,MCF-7_Epithelium_Breast | MLLT1 | ID:63557,0.06443508
1686,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:44353,0.06440973
4923,A549_Epithelium_Lung | EP300 | ID:63126,0.064378984
4981,MCF-7_Epithelium_Breast | ZBTB40 | ID:63278,0.06434165
8790,GM12878 | E2F4 | ENCODE,0.064334095
150,LNCaP_Epithelium_Prostate | AR | ID:2171,0.06431475
6085,MCF-7_Epithelium_Breast | FOXA1 | ID:68870,0.06430705
3161,SK-N-MC_Brain | WDR5 | ID:49852,0.06423752
6333,HCT-116_Colon_cancer_cell_Colon | SP1 | ID:70812,0.06423216
889,U937_Pleura | CBFB | ID:37621,0.06414144
8220,HEK293T_Epithelium_Embryonic_Kidney | U2AF1 | ID:86856,0.064127676
5425,K562_Erythroblast_Bone_Marrow | KLF16 | ID:64424,0.0640695
7981,Macrophage_Blood | SPI1 | ID:85056,0.06405309
8668,Breast_vHMEC | DNase.all.peaks | Roadmap,0.06404844
1984,H1_Embryonic_Stem_Cell_Embryo | USF2 | ID:45694,0.064035706
1266,GM19204_Lymphoblastoid_Blood | POLR2A | ID:41695,0.06402132
8030,N87_Stomach | BRD4 | ID:85398,0.06401677
4746,MCF-7_Epithelium_Breast | CEBPG | ID:62691,0.06400385
8041,LS174T_Epithelium_Colon | POLR2A | ID:8543,0.06400024
3580,Keratinocyte | POLR2A | ID:52298,0.06396978
1680,LNCaP_Epithelium_Prostate | AR | ID:44338,0.06396449
9054,HeLa-S3 | TR4 | ENCODE,0.06394658
390,B_Lymphocyte_Blood | SMARCA4 | ID:33434,0.06393982
5560,K562_Erythroblast_Bone_Marrow | ZMIZ1 | ID:64817,0.063900255
4999,HepG2_Epithelium_Liver | SP1 | ID:63311,0.0638713
9070,HepG2 | c-Jun | ENCODE,0.06386298
9134,HepG2 | ZBTB33 | ENCODE,0.06384483
5446,HEK293_Epithelium_Embryonic_Kidney | ZBTB7A | ID:64474,0.063767426
5163,HEK293_Epithelium_Embryonic_Kidney | ZBTB8A | ID:63685,0.06372018
5773,MCF-7_Epithelium_Breast | FOXA1 | ID:6571,0.06371313
9021,HeLa-S3 | GABP | ENCODE,0.06369989
1170,H2171_Epithelium_Lung | POLR2A | ID:40231,0.0636535
2669,Macrophage | EPAS1 | ID:47088,0.063647404
5874,LNCaP_Epithelium_Prostate | GATA2 | ID:67743,0.063643426
7984,Macrophage_Blood | RXRG | ID:85059,0.06362551
7533,Muscle | NR3C1 | ID:82064,0.06359683
5336,HepG2_Epithelium_Liver | ATF4 | ID:64176,0.063555
4056,786-O_Epithelium_Kidney | SPI1 | ID:55396,0.06354118
7863,Ishikawa_Epithelium_Uterus | ESR1 | ID:84285,0.06349515
852,H2171_Epithelium_Lung | MYC | ID:37175,0.06345132
3948,SF268 | TEAD1 | ID:54611,0.06344465
7672,Detroit_562_Detroit_562_cells | RELA | ID:83028,0.063393295
8400,Retina | RPE | ID:87892,0.06338476
2516,HepG2_Epithelium_Liver | JUND | ID:46232,0.06338302
